# S02E15

0,1144 ccppc
0,1144 -
1038 +
1220,1229 cppcc
1230,1238 pcccp
1239,1246 ccppc
1247,1254 ccppc
1255,1262 ppccc
1263,1270 pcccp
1271,1278 ppccc
1279,1286 ppccc
1287,1294 pcccp
1295,1301 cccpp
1302,1308 ppccc
1309,1315 pcccp
1316,1322 cccpp
1323,1329 ccppc
1330,1336 cppcc
1337,1344 ppccc
1345,1350 ppccc
1351,1357 ccppc
1358,1363 c
1364,1368 pcccp
1369,1374 ccuccc
1375,1383 +
1384,1392 +
1393,1401 ccppc
1402,1407 cppcc
1408,1413 pcccu
1408,1413 +---+
1414,1422 ccppc
1414,1422 --++-
1423,1429 ppccc
1423,1429 ++---
1430,1435 c
1436,1441 pcccp
1436,1441 +---+
1442,1463 c
1464,1469 cccpp
1464,1469 ---++
1470,1478 c
1470,1478 ++---
1479,1514 c
1479,1514 +
1515,1523 pcccp
1515,1523 +---+
1524,1529 pcccp
1524,1529 +---+
1530,1538 ppccc
1530,1538 ++---
1539,1549 c
1550,1576 ccppc
1550,1576 --++-
1577,1616 pcccp
1577,1634 +---+
1635,1830 c

1831,2169 ppccc # keyframe
2170,2733 
2734,2828 
2829,2944 
2945,3050 
3051,3121 
3122,3218 
3219,3419 
3420,3467 
3468,3526 
3527,3595 
3596,3738 
3739,3872 
3873,4011 
4012,4107 
4108,4234 
4235,4347 
4348,4457 
4458,4514 
4515,4556 
4557,4620 
4621,4731 
4732,5318 
5319,5553 
5554,5733 
5734,5798 
5799,6102 
6103,6197 
6198,6255 
6256,6316 
6317,6403 
6404,8817 
8818,9018 
9019,9133 
9134,9199 
9200,9259 
9260,9358 
9359,9422 
9423,9488 
9489,9554 
9555,10199 
10200,10301 
10302,10566 
10567,10647 
10648,10833 
10834,10910 
10911,10982 
10983,11068 
11069,11250 
11251,11476 
11477,11665 
11666,11730 
11731,11819 
11820,11864 
11865,12014 
12015,12106 
12107,12236 
12237,12350 
12351,12405 
12406,12453 
12454,12548 
12549,12620 
12621,12819 
12820,12888 
12889,12999 
13000,13101 
13102,13173 
13174,13276 
13277,13336 
13337,13418 
13419,13523 
13524,13652 
13653,13826
13795,13852 + # crossfade
13827,14064 
14065,14206 
14207,14340 
14341,14477 
14478,14574 
14575,14681 
14682,14744 
14745,14796 
14797,14875 
14876,15002 
15003,15110 
15111,15313 
15314,15485 
15486,15533 
15534,15608 
15609,15889 
15890,15967 
15968,16088 
16089,16197 
16198,16292 
16293,16353 
16354,16518 
16519,16855 
16856,17263 
17264,17423 
17424,17518 
17519,17605 
17606,17683 
17684,17780 
17781,17853 
17854,18037 
18038,18142 
18143,18223 
18224,18382 
18383,18484 
18485,18685 
18686,18777 
18778,18891 
18892,19040 
19041,19242 
19243,19305 
19306,19367 
19368,19525 
